iter	Logloss
130	0.5619075031
131	0.5612255124
132	0.5605176858
133	0.5598057363
134	0.5591050577
135	0.5584283293
136	0.5577020742
137	0.5570169091
138	0.5563220901
139	0.5556329393
140	0.5550230926
141	0.5543516438
142	0.5536922464
143	0.5530332361
144	0.5523644557
145	0.5517081047
146	0.551096302
147	0.5504713731
148	0.5498317329
149	0.5491247136
150	0.5485018353
151	0.5478827392
152	0.5472374398
153	0.5466106845
154	0.5460848623
155	0.5454881393
156	0.5449367868
157	0.5443258637
158	0.5436828143
159	0.5430881276
160	0.5424478889
161	0.5419134261
162	0.5412692518
163	0.5406667011
164	0.5400625558
165	0.5394576375
166	0.538842636
167	0.5382359345
168	0.5376499404
169	0.5370900414
170	0.5365059665
171	0.5358986342
172	0.5353974335
173	0.534832004
174	0.534279529
175	0.5337475636
176	0.5332785009
177	0.5326984332
178	0.5322041059
179	0.5316602599
180	0.5311057764
181	0.5305480881
182	0.5300101711
183	0.529506545
184	0.5289719139
185	0.5284444061
186	0.5278992255
187	0.5273559074
188	0.5268458097
189	0.526303585
190	0.5257532163
191	0.5252426931
192	0.5247390173
193	0.5243166202
194	0.5238113838
195	0.5233218956
196	0.522827423
197	0.5223078259
198	0.5217979305
199	0.5212916294
200	0.5207578901
201	0.5202732706
202	0.5197801818
203	0.5193137117
204	0.5188772009
205	0.518381973
206	0.5179025077
207	0.5174183799
208	0.5169378274
209	0.5164824193
210	0.5159661162
211	0.5155295997
212	0.5150429398
213	0.5145890463
214	0.5140932677
215	0.5136514615
216	0.5132451612
217	0.512815353
218	0.5123485739
219	0.5118856065
220	0.5114856797
221	0.5110258413
222	0.5105662549
223	0.5101605614
224	0.5097069365
225	0.5092357706
226	0.5087720328
227	0.5083127394
228	0.5079749536
229	0.507488071
230	0.5070841967
231	0.5066700636
232	0.5062240731
233	0.5057864411
234	0.505367986
235	0.5050541208
236	0.504642229
237	0.5042577842
238	0.503847234
239	0.5034391974
240	0.5030114917
241	0.5025959896
242	0.5021792862
243	0.5018105269
244	0.5014248704
245	0.5010952527
246	0.5006510381
247	0.5002530809
248	0.4998578841
249	0.4994559952
250	0.4990730648
251	0.498742552
252	0.4983421249
253	0.4979526777
254	0.497532587
255	0.4971476822
256	0.4968349972
257	0.4964440381
258	0.49606284
259	0.4956859158
260	0.4953219991
261	0.4949874212
262	0.4946486807
263	0.4942985133
264	0.4939806781
265	0.4936143821
266	0.493256714
267	0.4928685422
268	0.4925522686
269	0.4922011961
270	0.4919076078
271	0.4915696106
272	0.4912717888
273	0.4909388091
274	0.4906036038
275	0.4902942573
276	0.4899332023
277	0.4896469744
278	0.4892894595
279	0.4890260872
280	0.4887092958
281	0.488401181
282	0.4880216781
283	0.4876704561
284	0.4873257681
285	0.4870551105
286	0.486748621
287	0.4864178541
288	0.4861050017
289	0.4857418844
290	0.4854065189
291	0.4850230178
292	0.4848449196
293	0.4845178659
294	0.4841598431
295	0.4839137214
296	0.4836301647
297	0.483360299
298	0.4830763866
299	0.4827677031
300	0.4824203862
301	0.4821018267
302	0.4817974004
303	0.4815396298
304	0.481227004
305	0.4809217246
306	0.4805629967
307	0.4802494152
308	0.4799356572
309	0.4796159619
310	0.4794075495
311	0.4791313746
312	0.4788308488
313	0.4785621856
314	0.4782679413
315	0.4780418049
316	0.4777553526
317	0.4774892129
318	0.4771833235
319	0.4769161351
320	0.4766174032
321	0.476326978
322	0.4760397414
323	0.4757685171
324	0.4755266557
325	0.4752499541
326	0.474975926
327	0.4746877836
328	0.474415733
329	0.4741248902
330	0.4738288798
331	0.4736020459
332	0.4734292761
333	0.4731773226
334	0.4729341243
335	0.4726372311
336	0.4723471755
337	0.4720800785
338	0.4718372346
339	0.4715614329
340	0.4713488238
341	0.4710930446
342	0.4708493824
343	0.4706449946
344	0.4703725073
345	0.470129582
346	0.4698646461
347	0.469638561
348	0.4694373738
349	0.4691660366
350	0.4689323317
351	0.4686602382
352	0.4684178482
353	0.4681485265
354	0.467914209
355	0.4676819639
356	0.4674258111
357	0.4671724752
358	0.4669334794
359	0.4667158312
360	0.4664719879
361	0.4661867214
362	0.4659278779
363	0.4656805103
364	0.4654575197
365	0.4651772708
366	0.4650197964
367	0.4647677686
368	0.4645341704
369	0.4642964164
370	0.4640841889
371	0.4639643557
372	0.4637094194
373	0.4635410245
374	0.4633329672
375	0.4631114294
376	0.4628871299
377	0.4626569627
378	0.4624251659
379	0.462151883
380	0.4618949025
381	0.4617103364
382	0.4615050905
383	0.4612716021
384	0.4610942473
385	0.4609785201
386	0.4607481447
387	0.4605380461
388	0.4603269878
389	0.4601442123
390	0.4599065318
391	0.4596572067
392	0.4594367454
393	0.4592240006
394	0.4590089623
395	0.4588129222
396	0.4586322133
397	0.4584289956
398	0.4582041654
399	0.4580725322
400	0.4579481743
401	0.4577273216
402	0.4575249756
403	0.4573244508
404	0.4571816789
405	0.4569773273
406	0.4568176345
407	0.4566061363
408	0.4563915153
409	0.4562422117
410	0.4560808688
411	0.4558897534
412	0.4557166191
413	0.4555303882
414	0.4553228679
415	0.4551470278
416	0.4549727715
417	0.4547521069
418	0.4546001839
419	0.4544014303
420	0.4542205461
421	0.4540440887
422	0.4538807479
423	0.4536831405
424	0.4534606676
425	0.4532887726
426	0.4531146336
427	0.4529353497
428	0.4527309932
429	0.4525378452
430	0.4524238322
431	0.4522391854
432	0.4520677558
433	0.4518974854
434	0.4517187663
435	0.4515802102
436	0.4514058837
437	0.4512099624
438	0.4510436034
439	0.4509029925
440	0.4507632127
441	0.450586427
442	0.4504105903
443	0.4502398993
444	0.4500654678
445	0.4498676783
446	0.4497851324
447	0.4495847024
448	0.4494740594
449	0.4493182729
450	0.4491849825
451	0.4490315601
452	0.4488667973
453	0.4487210413
454	0.448606264
455	0.4484313272
456	0.448250849
457	0.4480858095
458	0.4479381931
459	0.4477788075
460	0.4476466309
461	0.4474722681
462	0.4473112852
463	0.4472117438
464	0.4470501935
465	0.4469735142
466	0.4468979971
467	0.4467382662
468	0.4465887036
469	0.4464404622
470	0.4462779032
471	0.4461307247
472	0.4460364464
473	0.445872972
474	0.4457375076
475	0.4455908513
476	0.4454180145
477	0.4452525458
478	0.4450810262
479	0.4449703744
480	0.4447915965
481	0.4446434723
482	0.4444914498
483	0.4443923423
484	0.4442449553
485	0.4440930357
486	0.4439512862
487	0.4438346466
488	0.4437034344
489	0.4435595099
490	0.4434159842
491	0.4432698411
492	0.4431533022
493	0.4430145133
494	0.442861914
495	0.4427051425
496	0.4425744174
497	0.4424279198
498	0.4422866286
499	0.4421534659
500	0.4420111982
501	0.4419060799
502	0.4417584951
503	0.4416417764
504	0.4415121989
505	0.4413877739
506	0.4412396375
507	0.4410932568
508	0.4409607509
509	0.4408394388
510	0.4407662855
511	0.4406433092
512	0.4405109308
513	0.4403829759
514	0.4402538617
515	0.440123302
516	0.4399769704
517	0.4398600162
518	0.4397274297
519	0.4395794247
520	0.4394457572
521	0.4393671004
522	0.4392536744
523	0.4391061856
524	0.4390537027
525	0.4389057457
526	0.43876737
527	0.4386211252
528	0.4384784582
529	0.4384034411
530	0.4382539865
531	0.438121372
532	0.4380129416
533	0.4378953445
534	0.4377745613
535	0.4376405289
536	0.4375907663
537	0.4374567188
538	0.4373258909
539	0.4372082392
540	0.4371055153
541	0.4369749938
542	0.4368445742
543	0.4367370698
544	0.4365970028
545	0.4364928633
546	0.436379265
547	0.4362621369
548	0.4361473324
549	0.4360137507
550	0.4358990171
551	0.4357650826
552	0.4356789387
553	0.4355714883
554	0.4354499627
555	0.4353231183
556	0.4351954053
557	0.4350841985
558	0.4349605189
559	0.4348632696
560	0.4347570472
561	0.4346623732
562	0.4346179402
563	0.4344992946
564	0.4343996694
565	0.4342966833
566	0.4341831443
567	0.4340615138
568	0.4339412277
569	0.4338224873
570	0.4337088695
571	0.4335788996
572	0.4334634611
573	0.433363186
574	0.4332358868
575	0.4331126939
576	0.4330385177
577	0.4329367362
578	0.432822465
579	0.4327132922
580	0.4326240692
581	0.4325661688
582	0.432437545
583	0.4323301209
584	0.4322270698
585	0.4321045944
586	0.4320385499
587	0.431949438
588	0.4318473607
589	0.4317496164
590	0.4316328967
591	0.4315157202
592	0.4314123382
593	0.4312982764
594	0.4311849597
595	0.4310887586
596	0.4309869194
597	0.430873037
598	0.4307738792
599	0.4306859946
600	0.4306233831
601	0.4305156913
602	0.4304079693
603	0.4303388946
604	0.4302471342
605	0.4301398583
606	0.4300397543
607	0.4299296921
608	0.4298217649
609	0.4297124116
610	0.4296102478
611	0.4295245919
612	0.4294391385
613	0.4293890645
614	0.4293199062
615	0.4292345025
616	0.4291598847
617	0.4290384346
618	0.4289372724
619	0.4288466351
620	0.4287615115
621	0.4286878627
622	0.4285936089
623	0.4284924055
624	0.4283991865
625	0.4283002154
626	0.4282224561
627	0.4281802809
628	0.4280774561
629	0.4280222961
630	0.4279449141
631	0.4278586001
632	0.4277694828
633	0.4276740709
634	0.427631166
635	0.4275693144
636	0.4274974792
637	0.4274220258
638	0.4273495156
639	0.427317617
640	0.4272127965
641	0.4271304112
642	0.4270539689
643	0.4269996873
644	0.4269071495
645	0.4268302653
646	0.4267522414
647	0.4267002942
648	0.4266037694
649	0.4265256772
650	0.4264598536
651	0.4264220481
652	0.4263929032
653	0.4262914376
654	0.4261883966
655	0.426109706
656	0.4260462845
657	0.4259593765
658	0.4258708205
659	0.4258129947
660	0.425717005
661	0.4256467484
662	0.4255679006
663	0.4254576404
664	0.4253515925
665	0.4252563246
666	0.4251883999
667	0.4251431881
668	0.4250569969
669	0.4249642709
670	0.4248943592
671	0.4248182503
672	0.4247981434
673	0.42472531
674	0.4246230642
675	0.4245380815
676	0.4245031192
677	0.424453331
678	0.4243796885
679	0.4243087727
680	0.4242158542
681	0.4241373403
682	0.4240760354
683	0.424028324
684	0.4239421681
685	0.4238673651
686	0.4237821243
687	0.4236870404
688	0.4235985962
689	0.4235125875
690	0.4234237682
691	0.4233309882
692	0.4232754289
693	0.4232010975
694	0.4231313329
695	0.4230865317
696	0.4229890173
697	0.4229152349
698	0.4228366528
699	0.4227465823
700	0.4226715884
701	0.4226086496
702	0.4225842375
703	0.4225120197
704	0.4224686779
705	0.4223913979
706	0.4223219898
707	0.4222610678
708	0.4222243938
709	0.4221424616
710	0.4220673375
711	0.4220015764
712	0.4219105316
713	0.4218492029
714	0.4217931726
715	0.4217711126
716	0.421749033
717	0.4217006653
718	0.4216300709
719	0.4215590263
720	0.4214909523
721	0.4214098311
722	0.4213556775
723	0.4212997302
724	0.4212320145
725	0.4211565095
726	0.4210993078
727	0.4210509121
728	0.4209847893
729	0.4209154115
730	0.4208297169
731	0.4207531381
732	0.420663399
733	0.4206295522
734	0.4205852217
735	0.4205180582
736	0.4204974375
737	0.4204443123
738	0.4203898155
739	0.4203598619
740	0.420316556
741	0.4202346187
742	0.420172723
743	0.4201021391
744	0.4200536613
745	0.4199766165
746	0.419918087
747	0.4198804452
748	0.4198114531
749	0.4197634269
750	0.4197130871
751	0.4196415293
752	0.4195758756
753	0.41951766
754	0.4194405928
755	0.4193844843
756	0.4193015688
757	0.4192570126
758	0.4191880376
759	0.4191136417
760	0.4190504353
761	0.419007973
762	0.4189453711
763	0.4188750145
764	0.4188005216
765	0.4187311315
766	0.4186709527
767	0.4185984959
768	0.418534494
769	0.4184890047
770	0.4184212122
771	0.4183932217
772	0.4183278931
773	0.418276258
774	0.4181941174
775	0.4181585788
776	0.4180873024
777	0.4180166063
778	0.4179461715
779	0.4178789934
780	0.4178110319
781	0.4177643067
782	0.4177042922
783	0.4176475099
784	0.4175761396
785	0.417553312
786	0.4174843113
787	0.417419194
788	0.417360618
789	0.4173148746
790	0.4172763653
791	0.417218054
792	0.4171617595
793	0.4171389708
794	0.4170882189
795	0.4170120543
796	0.4169360615
797	0.4168715537
798	0.4168247733
799	0.4167727718
800	0.4167154605
801	0.4166636339
802	0.4165977448
803	0.4165452728
804	0.416534434
805	0.4165007433
806	0.4164671088
807	0.4164326142
808	0.4163819159
809	0.4163579425
810	0.4163070047
811	0.4162919351
812	0.4162255327
813	0.4162104563
814	0.4161511377
815	0.4161063525
816	0.4160523993
817	0.4160022872
818	0.4159722191
819	0.4159578697
820	0.4158944736
821	0.4158470096
822	0.4158083778
823	0.4157402304
824	0.4156896291
825	0.4156558583
826	0.4155869227
827	0.415543358
828	0.4154860119
829	0.4154614568
830	0.4154037752
831	0.4153619842
832	0.4153030584
833	0.4152796803
834	0.4152250435
835	0.4151747143
836	0.4151277068
837	0.4150636377
838	0.4149814311
839	0.4149251479
840	0.4148790116
841	0.4148544318
842	0.4148300099
843	0.4147658012
844	0.4147209705
845	0.4146910504
846	0.4146337124
847	0.4145915145
848	0.4145298106
849	0.41449739
850	0.4144289169
851	0.4143785576
852	0.4143198202
853	0.4142734756
854	0.4142139315
855	0.4141612763
856	0.414120648
857	0.4140549842
858	0.4140015974
859	0.4139537786
860	0.4139009668
861	0.4138464435
862	0.4137856482
863	0.4137425025
864	0.4137097417
865	0.4136419868
866	0.4136101761
867	0.4135496828
868	0.4135180659
869	0.4134717082
870	0.4134249301
871	0.4133722465
872	0.4133286262
873	0.4133114316
874	0.41329087
875	0.4132379644
876	0.4131727579
877	0.4131122243
878	0.4130746227
879	0.413014058
880	0.4129502976
881	0.4128930716
882	0.4128412473
883	0.4127888727
884	0.4127405113
885	0.4126948629
886	0.4126447933
887	0.4126125144
888	0.4125699485
889	0.412556399
890	0.4125377074
891	0.4124824336
892	0.4124388791
893	0.4123821181
894	0.412326898
895	0.4122798949
896	0.4122352016
897	0.4121790838
898	0.4121361364
899	0.4120948581
900	0.4120645054
901	0.4120339289
902	0.4119784937
903	0.4119514503
904	0.4119311315
905	0.4118781978
906	0.4118244458
907	0.4117895968
908	0.4117493292
909	0.4117033149
910	0.4116674065
911	0.4116091331
912	0.4115931647
913	0.4115678283
914	0.4115203288
915	0.4114647618
916	0.4114199996
917	0.4113632564
918	0.4113154913
919	0.4112836172
920	0.411242775
921	0.4112293541
922	0.411204166
923	0.4111603212
924	0.4111136847
925	0.4110568619
926	0.4110145931
927	0.4109800308
928	0.4109290549
929	0.4108678008
930	0.4108244203
931	0.4107700953
932	0.4107194868
933	0.4106822792
934	0.4106460321
935	0.4105926135
936	0.4105719855
937	0.4105257549
938	0.4104933951
939	0.4104484037
940	0.4104042354
941	0.410350982
942	0.4103367533
943	0.4102925185
944	0.410262644
945	0.4102329115
946	0.4101938517
947	0.4101458754
948	0.4101375462
949	0.4100940658
950	0.4100613062
951	0.4100227813
952	0.4099754082
953	0.4099345094
954	0.4099076019
955	0.4098599772
956	0.4098031678
957	0.409765043
958	0.409718748
959	0.4096674072
960	0.4096308779
961	0.4096120066
962	0.4095761404
963	0.4095365173
964	0.409520201
965	0.4094717928
966	0.4094276401
967	0.4093842889
968	0.4093501901
969	0.4093262164
970	0.4092885789
971	0.4092448279
972	0.4092049365
973	0.40914872
974	0.4091279071
975	0.4091009332
976	0.409045615
977	0.409001738
978	0.4089458511
979	0.4089052193
980	0.4088913231
981	0.4088528753
982	0.4088161583
983	0.4087776582
984	0.4087282218
985	0.4086841237
986	0.4086467616
987	0.4086225527
988	0.4086053915
989	0.4085601952
990	0.4085080108
991	0.4084667324
992	0.408435117
993	0.4083934756
994	0.4083609153
995	0.4083155935
996	0.4082962482
997	0.4082496289
998	0.4082419278
999	0.4082019321
